"oem","model","network_technology","network_2g_bands","network_3g_bands","network_4g_bands","network_5g_bands","network_speed","launch_announced","launch_status","body_dimensions","body_weight","body_sim","display_type","display_size","display_resolution","platform_os","platform_chipset","platform_cpu","platform_gpu","memory_card_slot","memory_internal","main_camera_quad","main_camera_features","main_camera_video","selfie_camera_single","selfie_camera_features","selfie_camera_video","sound_loudspeaker","sound_3.5mm_jack","comms_wlan","comms_bluetooth","comms_gps","comms_nfc","comms_radio","comms_usb","features_sensors","battery_�","battery_charging","misc_colors","misc_price","network_�","body_build","display_protection","display_�","memory_�","misc_models","main_camera_single","misc_sar_eu","misc_sar","main_camera_triple","tests_performance","tests_display","tests_camera","tests_loudspeaker","tests_audio_quality","tests_battery_life","body_�","selfie_camera_�","features_�","battery_stand-by","network_gprs","network_edge","memory_phonebook","memory_call_records","features_messaging","features_games","features_java","battery_talk_time","camera_�","main_camera_five","sound_�","main_camera_dual","battery_music_play","body_keyboard","features_browser","comms_infrared_port","sound_alert_types","features_languages","features_clock","features_alarm"
"Nokia","6263","GSM / UMTS","GSM 850 / 900 / 1800 / 1900","UMTS 1700 / 2100",,,"Yes, 384 kbps","2007, December. Released 2007, December","Discontinued","94.5 x 47.7 x 21.5 mm (3.72 x 1.88 x 0.85 in)","105 g (3.70 oz)","Mini-SIM","TFT, 16M colors","2.2 inches, 15.0 cm (~33.3% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)",,,,,"microSD (dedicated slot)",,,"LED flash","Yes",,,,"Yes","No","No","2.0, A2DP","No",,"Stereo FM radio","miniUSB 2.0","V1","Removable Li-Ion battery",,"Black","About 70 EUR",,,,"Second external TFT display, 256K colors (128 x 160 pixels)  Downloadable screensavers,   wallpapers",,,"1.3 MP","0.31 W/kg (head)   �","0.43 W/kg (head)     0.60 W/kg (body)   �",,,,,,,,,"No","MP3/AAC/M4A/eAAC+ player   Predictive text input  Organizer  Voice dial/memo","288 h (3G)",,,"Yes, Photocall","20 dialed, 20 received, 20 missed calls","SMS, MMS, Email, Instant Messaging","Yes  + downloadable","Yes, MIDP 2.1","3 h (3G)",,,,,,,"WAP 2.0/xHTML",,"Vibration; Downloadable polyphonic, MP3 ringtones",,,
"Nokia","N81 8GB","GSM / UMTS","GSM 850 / 900 / 1800 / 1900","UMTS 2100",,,"Yes, 384 kbps","2007, August. Released 2007, October","Discontinued","102 x 50 x 17.9 mm, 86 cc (4.02 x 1.97 x 0.70 in)","140 g (4.94 oz)","Mini-SIM","TFT, 16M colors","2.4 inches, 17.8 cm (~35.0% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)","Symbian OS 9.2, Series 60 v3.1 UI",,"369 MHz ARM 11",,"No","8GB 96MB RAM",,"LED flash","320p@15fps","CIF videocall camera",,,"Yes","Yes","Wi-Fi 802.11b/g with UPnP","2.0, A2DP","No",,"Stereo FM radio","microUSB 2.0","V1","Removable Li-Po 1050 mAh battery (BT-6MT)",,"Cocoa brown","About 200 EUR",,,,"Touch-sensitive Navi wheel",,,"2 MP","0.73 W/kg (head)   �","0.81 W/kg (head)     0.60 W/kg (body)   �",,,,,"Voice 68dB / Noise 67dB / Ring 75dB","Noise -86.6dB / Crosstalk -69.9dB",,,,"WMV/RV/MP4/3GP player  MP3/WMA/WAV/RA/AAC/M4A player  Predictive text input  Push to talk   Voice dial/memo  Organizer","Up to 410 h",,,,,,,,"Up to 4 h (2G) / 3 h (3G)",,,,,,,"WAP 2.0/xHTML, HTML",,"Vibration; Downloadable polyphonic, monophonic, MP3 ringtones",,,
"Nokia","N81","GSM / UMTS","GSM 850 / 900 / 1800 / 1900","UMTS 2100",,,"Yes, 384 kbps","2007, August. Released 2007, November","Discontinued","102 x 50 x 17.9 mm, 86 cc (4.02 x 1.97 x 0.70 in)","140 g (4.94 oz)","Mini-SIM","TFT, 16M colors","2.4 inches, 17.8 cm (~35.0% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)","Symbian OS 9.2, Series 60 v3.1 UI",,"369 MHz ARM 11",,"microSDHC (dedicated slot), 2 GB included","12MB 96MB RAM",,"LED flash","320p@15fps","CIF videocall camera",,,"Yes","Yes","Wi-Fi 802.11b/g with UPnP","2.0, A2DP","No",,"Stereo FM radio","microUSB 2.0","V1","Removable Li-Po 1050 mAh battery (BT-6MT)",,"Cobalt blue, Graphite grey","About 200 EUR",,,,"Touch-sensitive Navi wheel",,,"2 MP","0.81 W/kg (head)   �","0.73 W/kg (head)     0.60 W/kg (body)   �",,,,,,,,,,"MP3/AAC/MP4 player  Predictive text input  Push to talk   Voice dial/memo  Organizer","Up to 410 h",,,,,,,,"Up to 4 h (2G) / 3 h (3G)",,,,,,,"WAP 2.0/xHTML, HTML",,"Vibration; Downloadable polyphonic, monophonic, MP3 ringtones",,,
"Nokia","N95 8GB","GSM / HSPA","GSM 850 / 900 / 1800 / 1900","HSDPA 2100",,,"HSPA","2007, August. Released 2007, October","Discontinued","99 x 53 x 21 mm, 96 cc (3.90 x 2.09 x 0.83 in)","128 g (4.52 oz)","Mini-SIM","TFT, 16M colors","2.8 inches, 24.3 cm (~46.3% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)","Symbian OS 9.2, S60 rel. 3.1",,"332 MHz Dual ARM 11","3D Graphics HW Accelerator","No","8GB 128MB RAM",,"Carl Zeiss optics, LED flash","480p@30fps","QVGA videocall camera",,,"Yes, with stereo speakers","Yes","Wi-Fi 802.11 b/g, UPnP technology","2.0, A2DP","Yes, with A-GPS; Nokia Maps",,"Stereo FM radio","miniUSB 2.0","Accelerometer","Removable Li-Ion 1200 mAh battery (BL-6F)",,"Black","About 230 EUR","HSDPA 850 / 1900 - American version",,,,,,"5 MP, AF","0.79 W/kg (head)   �","0.05 W/kg (head)     0.76 W/kg (body)   �",,,,,"Voice 75dB / Noise 66dB / Ring 70dB","Noise -77.1dB / Crosstalk -68.5dB",,"Dual slide design",,"WMV/RV/MP4/3GP player  MP3/WMA/WAV/RA/AAC/M4A player  TV-out  Organizer  Document viewer (Word, Excel, PowerPoint, PDF)  Predictive text input  Push to talk   Voice dial/memo","Up to 280 h",,,,,,,,"Up to 6 h",,,,,,,"WAP 2.0/xHTML, HTML","Yes","Vibration; Downloadable polyphonic, monophonic, MP3 ringtones",,,
"Nokia","5610 XpressMusic","GSM / UMTS","GSM 850 / 900 / 1800 / 1900","UMTS 850 / 2100",,,"Yes, 384 kbps","2007, August. Released 2007, October","Discontinued","98.5 x 48.5 x 17 mm, 75 cc (3.88 x 1.91 x 0.67 in)","111 g (3.92 oz)","Mini-SIM","TFT, 16M colors","2.2 inches, 15.0 cm (~31.4% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)",,,,,"microSDHC (dedicated slot)","20MB",,"LED flash","480p@15fps","VGA videocall camera",,,"Yes","No","No","2.0, A2DP","No",,"Stereo FM radio, RDS","microUSB 2.0","V1","Removable Li-Ion 900 mAh battery (BP-5M)",,"Red, Blue","About 110 EUR","UMTS 850 / 1900 - American version",,,"NaviSlide navigation key  Downloadable themes",,,"3.15 MP, AF","1.25 W/kg (head)   �","1.13 W/kg (head)     0.81 W/kg (body)   �",,,,,,,,,,"MP3/MP4/AAC/eAAc/WMA player  Nokia sensor  World Clock II  Converter II  Predictive text input  Stopwatch  Voice memo/commands","Up to 320h",,,"2000 entries, Photocall","Yes","SMS, MMS, Email, Instant Messaging","Snake II, Rally 3D, Music Guess, Towerbloxx","Yes, MIDP 2.0","Up to 6h",,,,,,,"WAP 2.0/xHTML, HTML (Opera mini)",,"Vibration; Downloadable polyphonic, MP3, MP4, WMA, AAC, video tones ringtones",,,
"Nokia","5310 XpressMusic","GSM","GSM 900 / 1800 / 1900",,,,,"2007, August. Released 2007, October","Discontinued","103.8 x 44.7 x 9.9 mm, 44.8 cc (4.09 x 1.76 x 0.39 in)","71 g (2.50 oz)","Mini-SIM","TFT, 16M colors","2.1 inches, 31.5 x 41.5 mm, 13.7 cm (~29.4% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~190 ppi density)",,,,,"microSDHC (dedicated slot)","30MB",,,"QCIF",,,,"Yes","Yes","No","2.0, A2DP","No",,"Stereo FM radio, RDS","microUSB 2.0","V1","Removable Li-Ion 860 mAh battery (BL-4CT)",,"Red, Blue, Pink, Black","About 100 EUR","GSM 850 / 1800 / 1900 - US version",,,"Downloadable themes",,,"2 MP","0.98 W/kg (head)   �","1.25 W/kg (head)     1.04 W/kg (body)   �",,,,,"Voice 64dB / Noise 62dB / Ring 75dB","Noise -94.4dB / Crosstalk -73.8dB",,,"No","MP3/MP4/AAC/eAAc/WMA player  Nokia sensor  Nokia mobile search  World Clock II  Converter II  Predictive text input  Stopwatch  Voice memo/commands","Up to 300 h","Class 32","Class 32,  up to 177 kbits","2000 entries, Photocall","Yes","SMS, MMS, Email, Instant Messaging","Snake II, Music Guess, Towerbloxx","Yes, MIDP 2.1","Up to 5 h 20 min",,,"Dedicated music keys",,,,"WAP 2.0/xHTML, HTML (Opera mini)",,"Vibration; Downloadable polyphonic, MP3, MP4, WMA, AAC, video tones ringtones",,,
"Nokia","6555","GSM / UMTS","GSM 850 / 900 / 1800 / 1900","UMTS 850 / 2100",,,"Yes, 384 kbps","2007, August","Discontinued","99.6 x 44.3 x 19.6 mm, 67.6 cc (3.92 x 1.74 x 0.77 in)","97 g (3.42 oz)","Mini-SIM","TFT, 16M colors","2.0 inches, 12.4 cm (~28.1% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)",,,,,"microSDHC (dedicated slot)","30MB",,,"QCIF@15fps",,,,"Yes","No","No","2.0, A2DP","No",,"No","microUSB 2.0","V1","Removable Li-Ion 1020 mAh battery (BL-5C)",,"Black, Red, Silver, Beige","About 80 EUR","UMTS 850 / 1900 - American version",,,"Second external display 256K colors (128 x 160 pixels)",,,"1.23 MP","0.81 W/kg (head)   �","1.25 W/kg (head)     0.88 W/kg (body)   �",,,,,,,,,"No","MP3/AAC/eAAC+/WMA player  Video player  Predictive text input  Organizer  Voice memo  Flight mode","Up to 300 h (2G) / 264 h (3G)",,,"1000 entries","20 dialed, 20 received, 20 missed calls","SMS, MMS, Email","Yes  + downloadable","Yes, MIDP 2.1","Up to 6 h 30 min (2G) / 3 h 14 min (3G)",,,"2.5 mm audio jack",,,,"WAP 2.0/xHTML",,"Vibration; Downloadable polyphonic, MP3 ringtones",,,
"Nokia","7900 Prism","GSM / UMTS","GSM 850 / 900 / 1800 / 1900","UMTS 850 / 2100",,,"Yes, 384 kbps","2007, August. Released 2007, November","Discontinued","112 x 45 x 11.3 mm, 55 cc (4.41 x 1.77 x 0.44 in)","101 g (3.56 oz)","Mini-SIM","OLED, 16M colors","2.0 inches, 12.4 cm (~24.6% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)",,,,,"No","1GB",,"LED flash","QCIF",,,,"Yes","No","No","2.0","No",,"No","microUSB","V1","Removable Li-Ion 850 mAh battery (BL-6P)",,"Black","About 170 EUR",,,,,,,"2 MP","0.93 W/kg (head)   �","0.83 W/kg (head)     0.81 W/kg (body)   �",,,,,"Voice 66dB / Noise 66dB / Ring 69dB",,,,"No","UPnP technology  MP3/AAC/eAAC+/WMA player  Predictive text input  Organizer  Voice memo  Living wallpaper  Configurable keypad backlighting color","Up to 240 h",,,"Yes","20 dialed, 20 received, 20 missed calls","SMS, MMS, Email","Yes  + downloadable","Yes, MIDP 2.0","Up to 3 h",,,,,,,"WAP 2.0/xHTML",,"Vibration; Downloadable polyphonic, MP3 ringtones",,,
"Nokia","7500 Prism","GSM","GSM 900 / 1800 / 1900",,,,,"2007, July","Discontinued","109 x 44 x 14 mm, 70 cc (4.29 x 1.73 x 0.55 in)","83 g (2.93 oz)","Mini-SIM","TFT, 16M colors","2.0 inches, 12.4 cm (~25.8% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)",,,,,"microSDHC (dedicated slot)","30MB",,"LED flash","QCIF",,,,"Yes","No","No","2.0, A2DP","No",,"FM radio","2.0","V1","Removable Li-Ion 700 mAh battery (BL-4B)",,"Black","About 120 EUR","GSM 850 / 1800 / 1900 - US version",,,,,,"2 MP","0.41 W/kg (head)   �","0.58 W/kg (head)     0.54 W/kg (body)   �",,,,,,"Noise -72.6dB / Crosstalk -71.6dB",,,"No","MP3/AAC/eAAC+/WMA player  Predictive text input  Organizer  Voice memo","Up to 240 h","Class 10","Class 10","1000 entries, Photocall","20 dialed, 20 received, 20 missed calls","SMS, MMS, Email","Yes  + downloadable","Yes, MIDP 2.0","Up to 2 h 50 min",,,,,,,"WAP 2.0/xHTML",,"Vibration; Downloadable polyphonic, MP3 ringtones",,,
"Nokia","8600 Luna","GSM","GSM 850 / 900 / 1800 / 1900",,,,,"2007, May","Discontinued","107 x 45 x 15.9 mm, 70 cc (4.21 x 1.77 x 0.63 in)","143 g (5.04 oz)","Mini-SIM","TFT, 16M colors","2.0 inches, 12.4 cm (~25.7% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)",,,,,"No","128MB",,,"QCIF",,,,"Yes","No","No","2.0, A2DP","No",,"FM radio","microUSB","V1","Removable Li-Ion 900 mAh battery (BP-5M)",,"Black","About 290 EUR",,,,,,,"2 MP","0.72 W/kg (head)   �","0.88 W/kg (head)     0.52 W/kg (body)   �",,,,,,,,,"No","Stainless steel body  Smoked glass sliding cover   MP3/AAC/AAC+ player  Predictive text input  Organizer","Up to 240 h","Class 10","Class 10","Yes","20 dialed, 20 received, 20 missed calls","SMS, MMS, Email, Instant Messaging","High Roller Casino, Soccer 3D, 3D Golf Tour  + downloadable","Yes, MIDP 2.0","Up to 3 h 40 min",,,,,,,"WAP 2.0/xHTML",,"Vibration; Downloadable polyphonic, MP3 ringtones",,,
"Nokia","6500 slide","GSM / UMTS","GSM 850 / 900 / 1800 / 1900","UMTS 850 / 2100",,,"Yes, 384 kbps","2007, May. Released 2007, September","Discontinued","96.5 x 46.5 x 16.4 mm (3.80 x 1.83 x 0.65 in)","125 g (4.41 oz)","Mini-SIM","TFT, 16M colors","2.2 inches, 15.0 cm (~33.4% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)",,,,,"microSDHC (dedicated slot)","20MB",,"Carl Zeiss optics, LED flash","480p@15fps","QCIF videocall camera",,,"Yes","No","No","2.0, A2DP","No",,"Stereo FM radio","microUSB","V1","Removable Li-Ion 900 mAh battery (BP-5M)",,"Steel, Black","About 140 EUR",,,,,,,"3.15 MP, AF","1.10 W/kg (head)   �","0.95 W/kg (head)     0.79 W/kg (body)   �",,,,,"Voice 74dB / Noise 72dB / Ring 78dB","Noise -79.7dB / Crosstalk -70.9dB",,,,"Stainless steel case  Push to talk  MP3/AAC/AAC+ player  Predictive text input  Organizer  TV-out  Voice memo","Up to 310 h",,,"2000 entries, Photocall","20 dialed, 20 received, 20 missed calls","SMS, MMS, Email, Instant Messaging","High Roller Casino, Golf Tour, Rally 3D, Snake 3* + downloadable","Yes, MIDP 2.0","Up to 6 h",,,,,,,"WAP 2.0/xHTML, HTML (Opera mini)",,"Vibration; Downloadable polyphonic, MP3 ringtones",,,
"Nokia","6500 classic","GSM / UMTS","GSM 850 / 900 / 1800 / 1900","UMTS 850 / 2100",,,"Yes, 384 kbps","2007, May. Released 2007, October","Discontinued","109.8 x 45 x 9.5 mm, 47 cc (4.32 x 1.77 x 0.37 in)","94 g (3.32 oz)","Mini-SIM","TFT, 16M colors","2.0 inches, 12.4 cm (~25.1% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)",,,,,"No","1GB",,"LED flash","QCIF",,,,"Yes","No","No","2.0, A2DP","No",,"No","microUSB","V1","Removable Li-Ion 830 mAh battery (BL-6P)",,"Black, Bronze","About 150 EUR",,,,,,,"2 MP","1.28 W/kg (head)   �","0.92 W/kg (head)     0.94 W/kg (body)   �",,,,,"Voice 74dB / Noise 75dB / Ring 83dB",,,,"No","Seamless case of anodized aluminum  MP3/AAC/AAC+ player  Predictive text input  Organizer  Voice memo","Up to 216 h",,,"2000 entries, Photocall","20 dialed, 20 received, 20 missed calls","SMS, MMS, Email, Instant Messaging","Yes  + downloadable","Yes, MIDP 2.0","Up to 3 h 30 min",,,,,,,"WAP 2.0/xHTML",,"Vibration; Downloadable polyphonic, MP3 ringtones",,,
"Nokia","N810","No cellular connectivity","N/A",,,,,"2007, October. Released 2008, Q1","Discontinued","128 x 72 x 14 mm (5.04 x 2.83 x 0.55 in)","225 g (7.94 oz)","No","TFT resistive touchscreen, 65K colors","4.13 inches, 48.5 cm (~52.7% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~226 ppi density)","Internet Tablet OS 2008 edition","TI OMAP 2420","400 MHz",,"miniSD, up to 8 GB","128MB RAM, 256MB ROM, 2GB",,,"352x288",,,,"Yes, with stereo speakers","Yes","Wi-Fi 802.11 b/g","2.0, EDR","Yes",,"No","2.0, USB On-The-Go","V1","Removable Li-Ion 1500 mAh battery (BP-4L)",,"Silver, Black",,,,,,,,"VGA",,,,,,,,,,,"No","MP3/AAC/WAV/WMA player  MP4/H.264 player  Organizer  Document viewer","Up to 336 h","No","No",,,,,,"Up to 4 h",,,,,,"QWERTY","HTML, Adobe Flash",,,,,
"Nokia","3500 classic","GSM","GSM 900 / 1800 / 1900",,,,,"2007, June. Released 2007, October","Discontinued","107 x 45 x 13.1 mm, 59 cc (4.21 x 1.77 x 0.52 in)","81 g (2.86 oz)","Mini-SIM","TFT, 256K colors","1.8 inches, 10.2 cm (~21.2% screen-to-body ratio)","128 x 160 pixels (~114 ppi density)",,,,,"microSD (dedicated slot)","8.5MB",,,"Yes",,,,"Yes","No","No","2.0, A2DP","No",,"Stereo FM radio","miniUSB","V1","Removable Li-Ion 820 mAh battery (BL-4C)",,"Grey, Pink, Mandarine, Azure Blue","About 70 EUR","GSM 850 / 1800 / 1900 - US version",,,,,,"2 MP","0.39 W/kg (head)   �","0.49 W/kg (head)     0.59 W/kg (body)   �",,,,,"Voice 65dB / Noise 65dB / Ring 75dB","Noise -69.4dB / Crosstalk -68.4dB",,,"No","MP3/MP4/AAC/AAC+ player  Predictive text input  Organizer  Voice memo","Up to 280 h","Class 10","Class 10","2000 entries","20 dialed, 20 received, 20 missed calls","SMS, MMS, Email, Instant Messaging","Yes  + downloadable","Yes, MIDP 2.0","Up to 3 h",,,,,,,"WAP 2.0/xHTML",,"Vibration; Downloadable polyphonic, MP3 ringtones",,,
"Nokia","2630","GSM","GSM 900 / 1800",,,,,"2007, May","Discontinued","105 x 45 x 9.9 mm, 45 cc (4.13 x 1.77 x 0.39 in)","66 g (2.33 oz)","Mini-SIM","TFT, 65K colors","1.8 inches, 10.2 cm (~21.6% screen-to-body ratio)","128 x 160 pixels (~114 ppi density)",,,,,"No","11MB",,,"SQCIF",,,,"Yes","No","No","2.0","No",,"FM radio","No","V1","Removable Li-Ion 700 mAh battery (BL-4B)",,"Black","About 60 EUR","GSM 850 / 1900 - US version",,,"4-way scrolling  Screensavers, themes and wallpapers",,,"VGA","0.63 W/kg (head)   �","1.04 W/kg (head)     0.60 W/kg (body)   �",,,,,,,,,"No","Predictive text input  Organizer  Voice memo","Up to 310 h","Class 10","Class 6","1000 entries, Photocall","20 dialed, 20 received, 20 missed calls","SMS, MMS, Email, Instant Messaging","Yes + downloadable","Yes, MIDP 2.0","Up to 6 h",,,,,,,"WAP 2.0/xHTML",,"Vibration; Downloadable polyphonic, MP3 ringtones",,,
"Nokia","N87","GSM / HSPA","GSM 850 / 900 / 1800 / 1900","HSDPA 900 / 2100",,,"HSPA","Not officially announced yet","Cancelled","-","-","Mini-SIM","AMOLED, 16M colors",,,"Symbian OS",,,,"microSDHC (dedicated slot)",,,"Carl Zeiss lens, Xenon flash","720p","VGA videocall camera",,,"Yes, with stereo speakers","Yes","Wi-Fi 802.11 b/g/n","3.0, A2DP","Yes, with A-GPS",,"Stereo FM radio, RDS","microUSB 2.0","Accelerometer, compass","Removable Li-Ion battery",,"Black, Brown",,,,"Scratch-resistant glass",,,,"12 MP, AF",,,,,,,,,,"Optical trackpad",,"TV-out  SNS integration  MP4/WMV/H.264 player  MP3/WMA/WAV/eAAC+ player  Organizer  Document viewer (Word, Excel, PowerPoint, PDF)   Voice memo/dial/commands  Predictive text input",,,,,,,,,,,,,,,,"WAP 2.0/xHTML, HTML, Adobe Flash Lite",,,,,
"Nokia","6267","GSM / UMTS","GSM 850 / 900 / 1800 / 1900","UMTS 850 / 2100",,,"Yes, 384 kbps","2007, June","Discontinued","93.9 x 46.9 x 21.5 mm, 76 cc (3.70 x 1.85 x 0.85 in)","105 g (3.70 oz)","Mini-SIM","TFT, 16M colors","2.2 inches, 15.0 cm (~34.0% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)",,,,,"microSDHC (dedicated slot)","30MB",,"LED flash","Yes","CIF videocall camera",,,"Yes","No","No","2.0, A2DP","No",,"Stereo FM radio","2.0","V1","Removable Li-Ion 1020 mAh battery (BL-5C)",,"Black, Orange, Lavender and Electric Blue","About 160 EUR",,,,"Second external TFT display, 256K colors (128 x 160 pixels)  Downloadable screensavers,   wallpapers",,,"2 MP","0.31 W/kg (head)   �","0.45 W/kg (head)     0.57 W/kg (body)   �",,,,,,,,,,"MP3/AAC/M4A/eAAC+ player   Predictive text input  Organizer  Voice dial/memo","Up to 290 h (2G) / 216 h (3G)",,,"Yes, Photocall","20 dialed, 20 received, 20 missed calls","SMS, MMS, Email, Instant Messaging","Yes  + downloadable","Yes, MIDP 2.0","Up to 6 h 30 min (2G) / 2 h 45 min (3G)",,,,,,,"WAP 2.0/xHTML",,"Vibration; Downloadable polyphonic, MP3 ringtones",,,
"Nokia","2760","GSM","GSM 900 / 1800",,,,,"2007, May","Discontinued","87 x 44.8 x 20.7 mm (3.43 x 1.76 x 0.81 in)","81 g (2.86 oz)","Mini-SIM","TFT, 65K colors","1.9 inches, 11.4 cm (~29.1% screen-to-body ratio)","128 x 160 pixels (~108 ppi density)",,,,,"No","10MB",,,"SQCIF",,,,"Yes","No","No","2.0","No",,"FM radio","No","V1","Removable Li-Ion 700 mAh battery (BL-4B)",,"Navy Blue, Velvet Red, Sandy Gold, Smoky Grey, Metallic Black","About 60 EUR","GSM 850 / 1900 - US version",,,"Second external mono display (96 x 68 pixels)  Screensavers, themes and wallpapers",,,"VGA","0.53 W/kg (head)   �","0.74 W/kg (head)     0.98 W/kg (body)   �",,,,,,,,,"No","3GPP/MP4 player  Predictive text input  Organizer","Up to 310 h","Class 10","No","Yes","20 dialed, 20 received, 20 missed calls","SMS, MMS, Email, Instant Messaging","Yes + downloadable","Yes, MIDP 2.1","Up to 6 h",,,,,,,"WAP 2.0/xHTML",,"Vibration; Downloadable polyphonic, MP3 ringtones",,,
"Nokia","2660","GSM","GSM 900 / 1800",,,,,"2007, May","Discontinued","87 x 44.8 x 20.7 mm (3.43 x 1.76 x 0.81 in)","79 g (2.79 oz)","Mini-SIM","TFT, 65K colors","1.85 inches, 10.8 cm (~27.6% screen-to-body ratio)","128 x 160 pixels (~111 ppi density)",,,,,"No","2MB",,,,,,,"Yes","No","No","2.0","No",,"FM radio","Proprietary","V1","Removable Li-Ion 700 mAh battery (BL-4B)",,"Black","About 40 EUR",,,,"Second external mono display (96 x 68 pixels)  Screensavers, themes and wallpapers",,,,"0.70 W/kg (head)   �","1.01 W/kg (head)     1.01 W/kg (body)   �",,,,,,,,,,"3GPP player  Predictive text input  Organizer","Up to 310 h","Class 10","No","Yes","20 dialed, 20 received, 20 missed calls","SMS, MMS, Email, Instant Messaging","Yes + downloadable","Yes, MIDP 2.1","Up to 7 h","No",,,,,,"WAP 2.0/xHTML",,"Vibration; Downloadable polyphonic, MP3 ringtones",,,
"Nokia","1650","GSM","GSM 900 / 1800",,,,,"2007, May. Released 2008, January","Discontinued","104.2 x 43.8 x 17.8 mm, 69 cc (4.10 x 1.72 x 0.70 in)","80 g (2.82 oz)","Mini-SIM","CSTN, 65K colors","1.8 inches, 35 x 28 mm, 10.2 cm (~22.3% screen-to-body ratio)","128 x 160 pixels (~114 ppi density)",,,,,"No","8MB",,,,,,,"Yes","No","No","No","No",,"FM radio","No","V1","Removable Li-Ion 1020 mAh battery (BL-5C)",,"Metallic Red, Metallic Black","About 40 EUR",,,,"Themes and wallpapers",,,,"0.98 W/kg (head)   �",,,,,,,,,"Flashlight",,"Predictive text input  Organizer  Personal budget manager  Voice memo","Up to 420 h","No","No","500 entries","20 dialed, 20 received, 20 missed calls","SMS(up to 250), EMS, Instant Messaging","Snake Xenzia, Beach Rally, Soccer League","No","Up to 8 h","No",,,,,,"No",,"Vibration; Downloadable polyphonic, MP3 ringtones",,,
"Nokia","1208","GSM","GSM 900 / 1800",,,,,"2007, May","Discontinued","102 x 44.1 x 17.5 mm, 67 cc (4.02 x 1.74 x 0.69 in)","77 g (2.72 oz)","Mini-SIM","CSTN, 65K colors","1.5 inches, 29 x 23 mm, 6.8 cm (~15.2% screen-to-body ratio)","96 x 68 pixels (~78 ppi density)",,,,,"No","4MB",,,,,,,"Yes","No","No","No","No",,"No","No","V1","Removable Li-Ion 700 mAh battery (BL-5CA)",,"Red, Black","About 30 EUR","GSM 850 / 1900 - US version",,,"Themes and wallpapers",,,,"0.81 W/kg (head)   �","1.15 W/kg (head)     0.60 W/kg (body)   �",,,,,,,,"Flashlight",,"Predictive text input  Organizer","Up to 365 h","No","No","200 entries","20 dialed, 20 received, 20 missed calls","SMS","3 embedded","No","Up to 7 h","No",,"2.5 mm audio jack",,,,"No",,"Vibration; Downloadable polyphonic ringtones",,,
"Nokia","1200","GSM","GSM 900 / 1800",,,,,"2007, May","Discontinued","102 x 44.1 x 17.5 mm, 67 cc (4.02 x 1.74 x 0.69 in)","77 g (2.72 oz)","Mini-SIM","Monochrome graphics","1.5 inches, 29 x 23 mm, 6.8 cm (~15.2% screen-to-body ratio)","96 x 68 pixels (~78 ppi density)",,,,,"No","4MB",,,,,,,"Yes","No","No","No","No",,"No","No","V1","Removable Li-Ion 700 mAh battery (BL-5CA)",,"Blue, Black","About 30 EUR","GSM 850 / 1900 - US version",,,"Themes and wallpapers",,,,"0.81 W/kg (head)   �","1.15 W/kg (head)     0.60 W/kg (body)   �",,,,,,,,"Flashlight",,"Predictive text input  Organizer","Up to 390 h","No","No","200 entries","20 dialed, 20 received, 20 missed calls","SMS","3 embedded","No","Up to 7 h","No",,"2.5 mm audio jack",,,,"No",,"Vibration; Downloadable polyphonic ringtones",,,
