"oem","model","network_technology","network_2g_bands","network_3g_bands","network_4g_bands","network_speed","launch_announced","launch_status","body_dimensions","body_weight","body_build","body_sim","display_type","display_size","display_resolution","platform_os","platform_chipset","platform_cpu","platform_gpu","memory_card_slot","memory_internal","memory_�","main_camera_single","main_camera_features","main_camera_video","selfie_camera_single","selfie_camera_video","sound_loudspeaker","sound_3.5mm_jack","comms_wlan","comms_bluetooth","comms_gps","comms_radio","comms_usb","features_sensors","battery_�","misc_colors","misc_models","misc_sar","misc_price","network_�","network_5g_bands","display_protection","main_camera_quad","selfie_camera_features","comms_nfc","features_�","battery_charging","main_camera_triple","body_�","sound_�","misc_sar_eu","display_�","selfie_camera_dual","tests_performance","tests_display","tests_camera","tests_loudspeaker","tests_battery_life","main_camera_dual","tests_audio_quality","camera_�","network_gprs","network_edge","main_camera_�","selfie_camera_triple","battery_stand-by","battery_talk_time","battery_music_play","comms_infrared_port","selfie_camera_�","memory_phonebook","memory_call_records","features_messaging","features_games","features_java","body_keyboard","features_browser","sound_alert_types","features_clock","features_alarm","features_languages"
"Samsung","Galaxy S6 edge+ Duos","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 850 / 900 / 1900 / 2100 - G9287","1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 25, 26, 28, 38, 39, 40, 41 - G9287","HSPA 42.2/5.76 Mbps, LTE-A Cat6 300/50 Mbps/ LTE-A (3CA) Cat9 450/50 Mbps","2015, August","Available. Released 2015, August","154.4 x 75.8 x 6.9 mm (6.08 x 2.98 x 0.27 in)","153 g (5.40 oz)","Glass front (Gorilla Glass 4), glass back (Gorilla Glass 4), aluminum frame","Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","5.7 inches, 89.6 cm (~76.5% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~515 ppi density)","Android 5.1.1 (Lollipop), upgradable to 6.0.1 (Marshmallow); TouchWiz UI","Exynos 7420 Octa (14 nm)","Octa-core (4x2.1 GHz Cortex-A57 & 4x1.5 GHz Cortex-A53)","Mali-T760MP8","No","32GB 4GB RAM, 64GB 4GB RAM","UFS 2.0","16 MP, f/1.9, 28mm (wide), 1/2.6"", 1.12µm, AF, OIS","LED flash, auto-HDR, panorama","2160p@30fps, 1080p@30fps (gyro-EIS), 1080p@60fps, 720p@120fps, HDR, dual-video rec., stereo sound rec., OIS","5 MP, f/1.9, 22mm (wide)","1440p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE, aptX","Yes, with A-GPS, GLONASS, BDS","No","microUSB 2.0, USB On-The-Go","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer, heart rate, SpO2","Non-removable Li-Ion 3000 mAh battery","Black Sapphire, Gold Platinum, Silver Titan, White Pearl","SM-G9287C, SM-G9287, SM-G928A, SM-G928F","1.22 W/kg (head)     1.44 W/kg (body)   �","About 450 EUR","1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 26, 28, 40, 41 - G9287C",,"Corning Gorilla Glass 4",,"Dual video call, Auto-HDR","Yes","ANT+  S-Voice natural language commands and dictation","Fast charging 15W  Qi/PMA wireless charging - market dependent",,"Samsung Pay (Visa, MasterCard certified)","24-bit/192kHz audio","0.29 W/kg (head)     0.66 W/kg (body)   �",,,,,,,,,,,,,,,,"Up to 20 h (3G)","Up to 66 h",,,,,,,,,,,,,
"Samsung","Galaxy S5 Neo","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900","HSDPA 850 / 900 / 1900 / 2100 - G903F","1, 3, 5, 7, 8, 20 - G903F","HSPA 42.2/5.76 Mbps, LTE-A Cat6 300/50 Mbps","2015, August","Available. Released 2015, August","142 x 72.5 x 8.1 mm (5.59 x 2.85 x 0.32 in)","145 g (5.11 oz)",,"Micro-SIM","Super AMOLED capacitive touchscreen, 16M colors","5.1 inches, 71.7 cm (~69.6% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~432 ppi density)","Android 5.1.1 (Lollipop), upgradable to 7.0 (Nougat)","Exynos 7580 Octa (28 nm)","Octa-core 1.6 GHz Cortex-A53","Mali-T720MP2","microSDXC (dedicated slot)","16GB 2GB RAM","eMMC 5.0","16 MP, f/1.9, 31mm (standard), AF","LED flash, panorama, HDR","1080p@30fps","5 MP, f/1.9, 23mm (wide)","1080p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.1, A2DP, EDR, LE","Yes, with A-GPS, GLONASS","FM radio","microUSB 2.0, USB On-The-Go","Accelerometer, gyro, proximity, compass, heart rate","Removable Li-Ion 2800 mAh battery","Black, Gray, Gold","SM-G903F, SM-G903W, SM-G903M","1.03 W/kg (head)     1.27 W/kg (body)   �","About 300 EUR","1, 2, 3, 4, 5, 7, 12, 13, 17, 20, 29 - G903W",,,,,"Yes","ANT+  S-Voice",,,"IP67 dust/water resistant (up to 1m for 30 mins)",,"0.46 W/kg (head)     0.58 W/kg (body)   �",,,,,,,,,,,,,,,,"Up to 15 h (3G)","Up to 73 h",,,,,,,,,,,,,
"Samsung","Galaxy S4 mini I9195I","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900","HSDPA 850 / 900 / 1900 / 2100","1, 3, 5, 7, 8, 20","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, June","Available. Released 2015, June","124.6 x 61.3 x 8.9 mm (4.91 x 2.41 x 0.35 in)","107 g (3.77 oz)",,"Micro-SIM","Super AMOLED capacitive touchscreen, 16M colors","4.3 inches, 51.0 cm (~66.7% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~256 ppi density)","Android 4.4.4 (KitKat)","Qualcomm MSM8916 Snapdragon 410 (28 nm)","Quad-core 1.2 GHz Cortex-A53","Adreno 306","microSDXC (dedicated slot)","8GB 1.5GB RAM","eMMC 4.5","8 MP, AF","LED flash, HDR, panorama","1080p@30fps","1.9 MP",,"Yes","Yes","Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP, EDR, LE, aptX","Yes, with A-GPS, GLONASS, BDS","FM radio","microUSB 2.0","Accelerometer, gyro, proximity, compass","Removable Li-Ion 1900 mAh battery","White Frost, Black Mist","GT-I9195","0.98 W/kg (head)     1.23 W/kg (body)   �","About 190 EUR",,,"To be confirmed",,,"Yes",,,,,,"0.68 W/kg (head)     0.50 W/kg (body)   �",,,,,,,,,,,,,,,,"Up to 14 h (3G)","Up to 55 h","Yes",,,,,,,,,,,,
"Samsung","Galaxy Folder","GSM / HSPA / LTE","GSM 900 / 1800 / 1900","HSDPA 850 / 1900 / 2100","1, 3, 5","HSPA, LTE","2015, July","Available. Released 2015, July","122 x 60.2 x 15.3 mm (4.80 x 2.37 x 0.60 in)","155 g (5.47 oz)",,"Micro-SIM","TFT capacitive touchscreen, 16M colors","3.8 inches, 41.1 cm (~56.0% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~246 ppi density)","Android 5.1 (Lollipop)",,"Quad-core 1.2 GHz",,"microSDXC (dedicated slot)","8GB 1.5GB RAM",,"8 MP, AF",,"1080p@30fps","2 MP",,"Yes","Yes","Wi-Fi 802.11 b/g/n, hotspot","4.1, A2DP","Yes, with A-GPS, GLONASS","No","microUSB 2.0","Accelerometer, proximity","Removable Li-Ion 1800 mAh battery","Black, White","SM-G150N0",,"About 250 EUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Up to 10 h (3G)","Up to 32 h",,,,,,,,,,,,,
"Samsung","Galaxy Tab S2 9.7","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900","HSDPA 850 / 900 / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 17, 20","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, July","Available. Released 2015, September","237.3 x 169 x 5.6 mm (9.34 x 6.65 x 0.22 in)","389g (Wi-Fi) / 392g (LTE) (13.72 oz)",,"Nano-SIM","Super AMOLED capacitive touchscreen, 16M colors","9.7 inches, 291.4 cm (~72.7% screen-to-body ratio)","1536 x 2048 pixels, 4:3 ratio (~264 ppi density)","Android 5.0.2 (Lollipop), upgradable to 6.0.1 (Marshmallow) - T810, T815Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat) - T813N, T819N","Exynos 5433 - T810, T815Qualcomm MSM8976 Snapdragon 652 (28 nm) - T813N, T819N","Octa-core (4x1.9 GHz & 4x1.3 GHz) - T810, T815Octa-core (4x1.8 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53) - T813N, T819N","Mali-T760 MP6 - T810, T815Adreno 510 - T813N, T819N","microSDXC (dedicated slot)","32GB 3GB RAM, 64GB 3GB RAM","eMMC 5.0 or eMMC 5.1","8 MP, AF",,"1440p@30fps","2.1 MP",,"Yes","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.1, A2DP, LE","Yes, with A-GPS, GLONASS","No","microUSB 2.0 (MHL TV-out)","Fingerprint (front-mounted), accelerometer, gyro, compass","Non-removable Li-Ion 5870 mAh battery","White, black, gold","SM-T810, SM-T815, SM-T813N, SM-T819N, SM-T819, SM-T813, SM-T815Y",,"About 270 EUR",,,,,,,"ANT+",,,,,"0.86 W/kg (body)   �",,,,,,,,,,,,,,,,"Up to 12 h (multimedia) (2G) / Up to 30 h (3G)","Up to 109 h",,,,,,,,,,,,,
"Samsung","Galaxy Tab S2 8.0","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900","HSDPA 850 / 900 / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 17, 20","HSPA, LTE","2015, July","Available. Released 2015, September","198.6 x 134.8 x 5.6 mm (7.82 x 5.31 x 0.22 in)","265 g (Wi-Fi) / 272 g (LTE) (9.35 oz)",,"Nano-SIM","Super AMOLED capacitive touchscreen, 16M colors","8.0 inches, 198.2 cm (~74.0% screen-to-body ratio)","1536 x 2048 pixels, 4:3 ratio (~320 ppi density)","Android 5.0.2 (Lollipop), upgradable to 6.0.1 (Marshmallow) - T710, T715Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat) - T719N","Exynos 5433 - T710, T715Qualcomm MSM8976 Snapdragon 652 (28 nm) - T719N","Octa-core (4x1.9 GHz & 4x1.3 GHz) - T710, T715Octa-core (4x1.8 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53) - T719N","Mali-T760 MP6 - T710, T715Adreno 510 - T719N","microSDXC (dedicated slot)","32GB 3GB RAM, 64GB 3GB RAM","eMMC 5.0 or eMMC 5.1","8 MP, AF",,"1440p@30fps","2.1 MP",,"Yes","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.1, A2DP, LE","Yes, with A-GPS, GLONASS","No","microUSB 2.0 (MHL TV-out)","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Non-removable Li-Ion 4000 mAh battery","White, black gold","SM-T715, SM-T710, SM-T719N, SM-T719, SM-T715Y, SM-T719Y, SM-T713","0.96 W/kg (head)     1.59 W/kg (body)   �","About 290 EUR",,,,,,,"ANT+",,,,,"0.34 W/kg (head)     0.47 W/kg (body)   �",,,,,,,,,,,,,,,,"Up to 27 h (3G)","Up to 74 h",,,,,,,,,,,,,
"Samsung","Galaxy A8 Duos","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 850 / 900 / 1900 / 2100 - A800F, A800Y","1, 3, 5, 7, 8, 20, 40 - A800F","HSPA 42.2/5.76 Mbps, LTE-A Cat6 300/50 Mbps","2015, August","Available. Released 2015, August","158 x 76.8 x 5.9 mm (6.22 x 3.02 x 0.23 in)","151 g (5.33 oz)",,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","5.7 inches, 89.6 cm (~73.8% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~386 ppi density)","Android 5.1 (Lollipop), upgradable to 6.0 (Marshmallow)","Qualcomm MSM8939 Snapdragon 615 (28 nm) - A800YExynos 5430 Octa (20 nm) - A800F","Octa-core (4x1.8 GHz Cortex-A53 & 4x1.3 GHz Cortex-A53) - A800YOcta-core (4x1.8 GHz Cortex-A15 & 4x1.3 GHz Cortex-A7) - A800F","Adreno 405 - A800YMali-T628 MP6 - A800F","microSDXC (uses shared SIM slot)","32GB 2GB RAM","eMMC 5.0 or eMMC 4.5","16 MP, f/1.9, 31mm (standard), AF","LED flash, panorama, HDR","1080p@30fps","5 MP, f/1.9, 23mm (wide)","1080p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.1, A2DP, EDR, LE","Yes, with A-GPS, GLONASS/ BDS (market dependant)","FM radio, RDS, recording","microUSB 2.0","Fingerprint (front-mounted), accelerometer, proximity, compass","Non-removable Li-Ion 3050 mAh battery","Pearl White, Midnight Black, Champagne Gold","SM-A8000, SM-A800F, SM-A800Y, SM-A800I, SM-A800IZ, SM-A800S, SM-A800YZ",,"About 280 EUR","3, 8, 28 - A800Y",,"Corning Gorilla Glass 4",,,,"ANT+",,,,,"0.32 W/kg (head)     0.55 W/kg (body)   �",,,"Basemark OS II 2.0: 1089Basemark X: 8838","Contrast ratio: Infinite (nominal),  3.859 (sunlight)",,"Voice 66dB / Noise 66dB / Ring 75dB","Endurance rating 98h",,"Noise -89.3dB / Crosstalk -53.8dB",,,,,,,"Up to 17 h (3G)","Up to 51 h",,,,,,,,,,,,,
"Samsung","Galaxy A8","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900","HSDPA 850 / 900 / 1900 / 2100","1, 3, 5, 7, 8, 20","HSPA 42.2/5.76 Mbps, LTE-A Cat6 300/50 Mbps","2015, July","Available. Released 2015, August","158 x 76.8 x 5.9 mm (6.22 x 3.02 x 0.23 in)","151 g (5.33 oz)","Glass front (Gorilla Glass 4), plastic back, aluminum frame","Nano-SIM","Super AMOLED capacitive touchscreen, 16M colors","5.7 inches, 89.6 cm (~73.8% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~386 ppi density)","Android 5.1.1 (Lollipop), upgradable to 6.0 (Marshmallow)","Qualcomm MSM8939 Snapdragon 615 (28 nm)","Octa-core (4x1.8 GHz Cortex-A53 & 4x1.3 GHz Cortex-A53)","Adreno 405","microSDXC (dedicated slot)","32GB 2GB RAM","eMMC 4.5","16 MP, f/1.9, 31mm (standard), AF","LED flash, panorama, HDR","1080p@30fps","5 MP, f/1.9, 23mm (wide)","1080p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.1, A2DP, EDR, LE","Yes, with A-GPS, GLONASS/ BDS (market dependant)","FM radio, RDS, recording","microUSB 2.0","Fingerprint (front-mounted), accelerometer, proximity, compass","Non-removable Li-Ion 3050 mAh battery","Pearl White, Midnight Black, Champagne Gold","SM-A8000, SM-A800F",,"About 250 EUR",,,"Corning Gorilla Glass 4",,,"Yes","ANT+",,,,,"0.32 W/kg (head)     0.55 W/kg (body)   �",,,"Basemark OS II 2.0: 1089Basemark X: 8838","Contrast ratio: Infinite (nominal),  3.859 (sunlight)","Photo / Video","Voice 66dB / Noise 66dB / Ring 75dB","Endurance rating 98h",,"Noise -89.3dB / Crosstalk -53.8dB",,,,,,,"Up to 17 h (3G)","Up to 51 h",,,,,,,,,,,,,
"Samsung","Galaxy V Plus","GSM / HSPA","GSM 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 900 / 2100",,"HSPA","2015, July","Available. Released 2015, July","121.4 x 62.9 x 10.7 mm (4.78 x 2.48 x 0.42 in)","123 g (4.34 oz)","Glass front, plastic back, plastic frame","Dual SIM (Micro-SIM, dual stand-by)","TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm (~59.6% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)","Android 4.4.2 (KitKat)",,"Dual-core 1.2 GHz",,"microSDXC (dedicated slot)","4GB 512MB RAM",,"3.15 MP","LED flash","480p@30fps",,,"Yes","Yes","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS","FM radio","microUSB 2.0","Accelerometer","Removable Li-Ion 1500 mAh battery","White, Black","SM-G318HZ, SM-G318H, SM-G318MZ",,"About 70 EUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Up to 8 h (3G)","Up to 35 h",,"0",,,,,,,,,,,
"Samsung","Galaxy J7","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)","HSDPA 850 / 900 / 1900 / 2100","1, 3, 5, 7, 8, 20, 40","HSPA 21.1/5.76 MbpsHSPA, LTE Cat4 150/50 Mbps","2015, June 19","Available. Released 2015, July 16","152.2 x 78.7 x 7.5 mm (5.99 x 3.10 x 0.30 in)","171 g (6.03 oz)","Glass front, plastic back, plastic frame","Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm (~69.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)","Android 5.1 (Lollipop), upgradable to 7.1.1 (Nougat)","Qualcomm MSM8939 Snapdragon 615 (28 nm)Exynos 7580 Octa (28 nm)","Octa-core (4x1.4 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)Octa-core 1.5 GHz Cortex-A53","Adreno 405Mali-T720MP2","microSDXC (dedicated slot)","16GB 1.5GB RAM","eMMC 5.0 or eMMC 4.5","13 MP, f/1.9, 28mm (wide), AF","LED flash, panorama","1080p@30fps","5 MP, f/2.2, 23mm (wide)",,"Yes","Yes","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP","Yes, with A-GPS, GLONASS","FM radio, RDS, recording","microUSB 2.0","Accelerometer, proximity","Removable Li-Ion 3000 mAh battery","White, Black, Gold","SM-J700F, SM-J700H, SM-J700M, SM-J700T, J7, SM-J700T1, SM-J700K, SM-J700P, SM-j7008","1.25 W/kg (head)     1.36 W/kg (body)   �","About 200 EUR",,,,,"LED flash","Yes (Snapdragon model only)","ANT+",,,,,"0.50 W/kg (head)     0.37 W/kg (body)   �",,,"Basemark OS II 2.0: 709Basemark X: 3922","Contrast ratio: Infinite (nominal),  3.879 (sunlight)","Photo / Video","Voice 63dB / Noise 62dB / Ring 66dB","Endurance rating 91h",,"Noise -96.1dB / Crosstalk -73.2dB",,,,,,,"Up to 18 h (3G)","Up to 76 h",,,,,,,,,,,,,
"Samsung","Galaxy J7 Nxt","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 850 / 900 / 1900 / 2100","1, 3, 5, 7, 8, 20, 40","HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2017, July","Available. Released 2017, July","152.4 x 78.6 x 7.6 mm (6.00 x 3.09 x 0.30 in)","170 g (6.00 oz)","Glass front, plastic back, plastic frame","Dual SIM (Micro-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm (~69.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)","Android 7.0 (Nougat), upgradable to Android 9.0 (Pie); One UI","Exynos 7870 Octa (14 nm)","Octa-core 1.6 GHz Cortex-A53","Mali-T830 MP1","microSDXC (dedicated slot)","16GB 2GB RAM","eMMC 5.1","13 MP, f/1.9, 28mm (wide), AF","LED flash, panorama","1080p@30fps","5 MP, f/2.2, 23mm (wide)",,"Yes","Yes","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP, LE","Yes, with A-GPS, GLONASS","FM radio, RDS, recording","microUSB 2.0","Accelerometer, proximity","Removable Li-Ion 3000 mAh battery","Black, Gold","SM-J701F, SM-J701F, SM-J701M, SM-J701MT","0.61 W/kg (head)   �","About 180 EUR",,,,,"LED flash",,"ANT+",,,,,"0.52 W/kg (head)     1.39 W/kg (body)   �",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Samsung","Galaxy J5","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)","HSDPA 850 / 900 / 1900 / 2100","1, 3, 5, 7, 8, 20","HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, June 19","Available. Released 2015, July 28","142.1 x 71.8 x 7.9 mm (5.59 x 2.83 x 0.31 in)","146 g (5.15 oz)","Glass front, plastic back, plastic frame","Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm (~67.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Android 5.1 (Lollipop), upgradable to 6.0.1 (Marshmallow)","Qualcomm MSM8916 Snapdragon 410 (28 nm)","Quad-core 1.2 GHz Cortex-A53","Adreno 306","microSDXC (dedicated slot)","8GB 1.5GB RAM, 16GB 1.5GB RAM","eMMC 4.5","13 MP, f/1.9, 28mm (wide), AF","LED flash","1080p@30fps","5 MP, f/2.2, 23mm (wide)",,"Yes","Yes","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP","Yes, with A-GPS, GLONASS, BDS","FM radio, RDS, recording","microUSB 2.0, USB On-The-Go","Accelerometer, proximity","Removable Li-Ion 2600 mAh battery","White, Black, Gold","SM-J500F, SM-J500G, SM-J500FN, SM-J500Y, SM-J500M, J500S, SM-J500H, SM-J5007, J5, SM-J500N0, SM-J5008","0.80 W/kg (head)     1.13 W/kg (body)   �","About 160 EUR",,,,,"LED flash","Yes (market dependent)","ANT+",,,,,"0.61 W/kg (head)     0.48 W/kg (body)   �",,,,,,,,,,,,,,,,"Up to 18 h (3G)","Up to 62 h",,,,,,,,,,,,,
"Samsung","Galaxy Tab 4 10.1 (2015)","No cellular connectivity","N/A",,,,"2015, Q3","Available. Released 2015, Q3","243.4 x 176.4 x 7.9 mm (9.58 x 6.94 x 0.31 in)","487 g (1.07 lb)",,"No","TFT capacitive touchscreen, 16M colors","10.1 inches, 295.8 cm (~68.9% screen-to-body ratio)","1280 x 800 pixels, 16:10 ratio (~149 ppi density)","Android 4.4.4 (KitKat), upgradable to 5.1.1 (Lollipop)","Qualcomm MSM8916 Snapdragon 410 (28 nm)","Quad-core 1.2 GHz Cortex-A53","Adreno 306","microSDXC (dedicated slot)","16GB 1.5GB RAM","eMMC 4.5","3.15 MP",,"720p@30fps","1.3 MP",,"Yes, with stereo speakers","Yes","Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with GLONASS","No","microUSB 2.0","Accelerometer","Non-removable Li-Po 6800 mAh battery","White, Black","SM-T533",,"About 280 EUR",,,,,,,,,,,,,,,,,,,,,,,"No","No",,,,,,"Yes",,,,,,,,,,,,
"Samsung","Galaxy Tab E 9.6","GSM / HSPA","GSM 850 / 900 / 1800 / 1900","HSDPA 900 / 2100",,"HSPA","2015, June","Available. Released 2015, July","241.9 x 149.5 x 8.5 mm (9.52 x 5.89 x 0.33 in)","490 g (Wi-Fi)/ 495 g (3G) (1.08 lb)","Glass front, plastic back, plastic frame","Micro-SIM","TFT capacitive touchscreen, 16M colors","9.6 inches, 267.2 cm (~73.9% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~157 ppi density)","Android 4.4 (KitKat) - EU modelAndroid 5.1 (Lollipop), upgradable to 7.0 (Nougat) - USA model",,"Quad-core 1.3 GHzQuad-core 1.2 GHz - USA model",,"microSDXC (dedicated slot)","8GB 1.5GB RAM, 16GB 1.5GB RAM",,"5 MP, f/2.2, AF",,"720p@30fps","2 MP, f/2.4",,"Yes","Yes","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspotWi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot - USA model","4.0, A2DP; 4.1, A2DP - USA model","Yes, with A-GPS, GLONASS, BDS","No","microUSB 2.0","Accelerometer",,"Pearl White, Metallic Black","SM-T560, SM-T561",,"About 200 EUR",,,,,,,,,,,,"0.50 W/kg (body)   �",,,,,,,,,,,,,,,,,"Up to 95 h",,,,,,,,,,,,,
"Samsung","Guru Plus ","GSM","GSM 900 / 1800 - SIM 1 & SIM 2",,,,"2015, Q2","Available. Released 2015, Q2","108 x 45 x 13.2 mm (4.25 x 1.77 x 0.52 in)","66 g (2.33 oz)",,"Dual SIM, (Mini-SIM)","TFT, 65K colors","1.5 inches, 7.3 cm (~14.9% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~121 ppi density)",,,"208 MHz",,"No","4MB RAM",,,,,,,"Yes","Yes","No","No","No","FM radio","microUSB (charging only)","V1","Removable Li-Ion 800 mAh battery","Black, White, Dark Blue","SM-B110, SM-B110E",,"About 20 EUR",,,,,,,"MP3 player  Calculator  Countdown timer  Currency converter",,,,,"0.58 W/kg (head)     0.26 W/kg (body)   �",,,,,,,,,,"No","No","No",,,"Up to 800 h","Up to 10 h",,,,"Yes","Yes","SMS","No","No",,,,,,
"Samsung","Metro 360","GSM","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2",,,,"2015","Available. Released 2015","117.3 x 49.5 x 11.4 mm (4.62 x 1.95 x 0.45 in)","83 g (2.93 oz)",,"Dual SIM (Mini-SIM, dual stand-by)","TFT, 256K colors","2.4 inches, 17.8 cm (~30.7% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,"312 MHz",,"microSDHC (dedicated slot)","64MB RAM",,"3.15 MP",,"240p@15fps",,,"Yes","Yes","No","3.0, A2DP","No","FM radio","microUSB 2.0","V1","Removable Li-Ion 1000 mAh battery","Black, White, Brown","SM-B360E",,"About 50 EUR",,,,,,,"MP3/WAV/eAAC+ player  MP4/H.263 player  Organizer  Voice memo",,,,,,,,,,,,,,,,"Yes","No",,,,"Up to 12 h",,,"No","Yes","Yes","SMS","Downloadable",,,,,,,
"Samsung","Xcover 550","GSM / HSPA","GSM 850 / 900 / 1800 / 1900","HSDPA 900 / 2100",,"HSPA 7.2/5.76 Mbps","2015, July","Available. Released 2015, July","129 x 56.2 x 14 mm (5.08 x 2.21 x 0.55 in)","124 g (4.37 oz)",,"Mini-SIM","TFT","2.4 inches, 17.8 cm (~24.6% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,"Spreadtrum SC7703","Dual-core 460 MHz",,"microSDHC (dedicated slot)","256MB 128MB RAM",,"3.15 MP","LED flash","Yes",,,"Yes","Yes","No","3.0, A2DP","To be confirmed","FM radio, RDS","microUSB 2.0","V1","Removable Li-Ion 1300 mAh or 1500 mAh battery","Steel Grey, Dark Silver","SM-B550H","0.56 W/kg (head)     1.06 W/kg (body)   �","About 110 EUR",,,,,,,"MP3/WAV/eAAC+ player  MP4/H.263 player  Organizer  Voice memo",,,"IP67 dust/water resistant (up to 1m for 30 mins)  MIL-STD-810G compliant",,"0.78 W/kg (head)     0.44 W/kg (body)   �",,,,,,,,,,,,,,,,,,,"No","Yes","Yes","SMS, MMS, Email, IM","Downloadable","Yes, MIDP 2.0",,,,,,
