"oem","model","network_technology","network_2g_bands","network_�","network_3g_bands","network_4g_bands","network_5g_bands","network_speed","launch_announced","launch_status","body_dimensions","body_weight","body_sim","display_type","display_size","display_resolution","platform_os","platform_chipset","platform_cpu","platform_gpu","memory_card_slot","memory_internal","memory_�","main_camera_quad","main_camera_features","main_camera_video","selfie_camera_dual","selfie_camera_features","selfie_camera_video","sound_loudspeaker","sound_3.5mm_jack","comms_wlan","comms_bluetooth","comms_gps","comms_nfc","comms_usb","features_sensors","battery_�","battery_charging","misc_colors","misc_models","misc_price","selfie_camera_single","display_�","body_build","body_�","main_camera_single","sound_�","comms_radio","network_gprs","network_edge","camera_�","main_camera_five","comms_infrared_port","tests_performance","tests_display","tests_camera","tests_loudspeaker","tests_battery_life","main_camera_triple","selfie_camera_�","main_camera_dual","display_protection","tests_audio_quality","misc_sar_eu","memory_phonebook","memory_call_records","features_messaging","features_games","features_java","features_�","battery_stand-by","selfie_camera_triple","battery_talk_time","battery_music_play","misc_sar","body_keyboard","features_browser"
"Huawei","Y7p","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","1, 2, 3, 4, 5, 7, 8, 28, 34, 38, 39, 40, 41 - ART-L28","HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 20, 34, 38, 39, 40, 41 - ART-L29",,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 400/50 Mbps","2020, February 07","Available. Released 2020, February 07","159.8 x 76.1 x 8.1 mm (6.29 x 3.00 x 0.32 in)","176 g (6.21 oz)","Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.39 inches, 100.2 cm (~82.4% screen-to-body ratio)","720 x 1560 pixels, 19.5:9 ratio (~269 ppi density)","Android 9.0 (Pie); EMUI 9 with HMS (no Google Play Services)","Hisilicon Kirin 710F (12 nm)","Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53)","Mali-G51 MP4","microSDXC (uses shared SIM slot)","64GB 4GB RAM",,,"LED flash, HDR, panorama","1080p@30fps",,"HDR","1080p@30fps","Yes","Yes","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS",,"microUSB 2.0","Fingerprint (rear-mounted), accelerometer, proximity, compass","Non-removable Li-Po 4000 mAh battery","Standard charging 10W","Aurora Blue, Midnight Black","ART-L28, ART-L29","About 140 EUR","8 MP, f/2.0",,"Glass front, plastic back, plastic frame",,,,"FM radio",,,,,,,,,,,"48 MP, f/1.8, 27mm (wide), 1/2.0"", 0.8µm, PDAF  8 MP, f/2.4, (ultrawide), 1/4.0"", 1.12µm  2 MP, f/2.4, (depth)",,,,,,,,,,,,,,,,,,
"Huawei","nova 7i","GSM / CDMA / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)","1, 2, 3, 4, 5, 7, 8, 18, 19, 28, 34, 38, 39, 40, 41 - JNY-L22A, JNY-L02A, JNY-L22B","HSDPA 800 / 850 / 900 / 1700(AWS) / 2100","1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 28, 34, 38, 39, 40, 41 - JNY-L21A, JNY-L01A, JNY-L21B",,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat13 400/75 Mbps","2020, January 30","Available. Released 2020, February 14","159.2 x 76.3 x 8.7 mm (6.27 x 3.00 x 0.34 in)","183 g (6.46 oz)","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.4 inches, 101.4 cm (~83.5% screen-to-body ratio)","1080 x 2310 pixels (~398 ppi density)","Android 10.0; EMUI 10 with HMS (no Google Play Services)","HiSilicon Kirin 810 (7 nm)","Octa-core (2x2.27 GHz Cortex-A76 & 6x1.88 GHz Cortex-A55)","Mali-G52 MP6","NM (Nano Memory), up to 256GB (uses shared SIM slot)","128GB 8GB RAM","UFS 2.1","48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF  8 MP, f/2.4, (ultrawide)  2 MP, f/2.4, 27mm (macro), 1/5.0"", 1.75µm  2 MP, f/2.4, (depth)","LED flash, HDR, panorama","1080p@30fps",,"HDR","1080p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.1, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS, QZSS",,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (side-mounted), accelerometer, proximity, compass","Non-removable Li-Po 4200 mAh battery","Fast charging 40W, 70% in 30 min (advertised)","Midnight Black, Crush Green, Sakura Pink","JNY-L22B, JNY-L21A, JNY-L01A, JNY-L21B, JNY-L22A, JNY-L02A, JNY-LX2","About 240 EUR","16 MP, f/2.0, (wide), 1/3.1"", 1.0µm",,"Glass front, plastic back, plastic frame",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Huawei","Y6s (2019)","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","1, 2, 3, 4, 5, 7, 8, 28, 38, 41 - JAT-LX3","HSDPA 850 / 900 / 1900 / 2100 - JAT-L29, JAT-LX1, JAT-LX1 NFC","1, 3, 5, 7, 8, 20, 38, 40, 41 - JAT-L29",,"HSPA 42.2/5.76 Mbps, LTE-A","2020, January 30","Available. Released 2020, May","156.3 x 73.5 x 8 mm (6.15 x 2.89 x 0.31 in)","150 g (5.29 oz)","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.09 inches, 91.0 cm (~79.2% screen-to-body ratio)","720 x 1560 pixels, 19.5:9 ratio (~282 ppi density)","Android 9.0 (Pie); EMUI 9.1","Mediatek MT6765 Helio P35 (12nm)","Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53)","PowerVR GE8320","microSDXC (dedicated slot)","32GB 3GB RAM, 64GB 3GB RAM","eMMC 5.1",,"LED flash, HDR, panorama","1080p@30fps",,,"1080p@30fps","Yes","Yes","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS","Yes (JAT-LX1 NFC only)","microUSB 2.0","Fingerprint (rear-mounted), accelerometer, proximity","Non-removable Li-Po 3020 mAh battery",,"Orchid Blue, Starry Black","JAT-LX3, JAT-L29, JAT-LX1, JAT-L41","$ 172.09 / € 122.19 / £ 105.00","8 MP, f/2.0",,"Glass front, plastic back, plastic frame",,"13 MP, f/1.8, PDAF",,"FM Radio, built-in antenna",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Huawei","P smart Pro 2019","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2",,"HSDPA 850 / 900 / 1900 / 2100","1, 3, 5, 7, 8, 20",,"HSPA 42.2/5.76 Mbps, LTE-A","2019, December","Available. Released 2019, December","163.1 x 77.2 x 8.8 mm (6.42 x 3.04 x 0.35 in)","206 g (7.27 oz)","Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.59 inches, 106.6 cm (~84.7% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~391 ppi density)","Android 9.0 (Pie); EMUI 9.1","Hisilicon Kirin 710F (12 nm)","Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53)","Mali-G51 MP4","microSDXC (uses shared SIM slot)","128GB 6GB RAM","UFS 2.1",,"LED flash, HDR, panorama","1080p@30fps",,"HDR","1080p@60fps","Yes","Yes","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,"2.0, Type-C 1.0 reversible connector","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Non-removable Li-Po 4000 mAh battery","Standard charging 10W","Midnight Black, Breathing Crystal",,"About 290 EUR","Motorized pop-up 16 MP, f/2.2",,"Glass front, glass back, aluminum frame",,,,"FM radio",,,,,,,,,,,,,"48 MP, f/1.8, (wide), 1/2.0"", 0.8µm, PDAF  8 MP, f/2.4, 13mm (ultrawide)  2 MP, f/2.4, (depth)",,,,,,,,,,,,,,,,
"Huawei","nova 6 5G","GSM / HSPA / LTE / 5G","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2",,"HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 26, 34, 38, 39, 40, 41","1, 3, 41, 77, 78, 79 SA/NSA","HSPA 42.2/5.76 Mbps, LTE-A, 5G (2+ Gbps DL)","2019, December","Available. Released 2019, December","162.7 x 75.8 x 9 mm (6.41 x 2.98 x 0.35 in)","212 g (7.48 oz)","Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.57 inches, 104.2 cm (~84.5% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~401 ppi density)","Android 10.0; EMUI 10","HiSilicon Kirin 990 (7 nm)","Octa-core (2x2.86 GHz Cortex-A76 & 2x2.09 GHz Cortex-A76 & 4x1.86 GHz Cortex-A55)","Mali-G76 MP16","No","128GB 8GB RAM, 256GB 8GB RAM","UFS 3.0",,"Panorama, HDR, LED flash","2160p@30/60fps, 1080p@30fps, 720p@960fps, (gyro-EIS)","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm, PDAF  8 MP, f/2.2, 17mm (ultrawide)","HDR","2160p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.1, A2DP, LE","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS","Yes","2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Non-removable Li-Po 4200 mAh battery","Fast charging 40W, 70% in 30 min (advertised)","Black, Blue, Red, Provence","WLZ-AN00, WLZ-TN00",,,,"Glass front, glass back, aluminum frame",,,,"No",,,,,,,,,,,"40 MP, f/1.8, 27mm (wide), 1/1.7"", PDAF, Laser AF  8 MP, f/2.4, 80mm (telephoto), 1/4.0"", PDAF, Laser AF, OIS, 3x optical zoom  8 MP, f/2.4, 16mm (ultrawide), no AF",,,,,,,,,,,,,,,,,,
"Huawei","nova 6","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2",,"HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 18, 19, 26, 34, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A","2019, December","Available. Released 2019, December","162.6 x 75.7 x 8.6 mm (6.40 x 2.98 x 0.34 in)","197 g (6.95 oz)","Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.57 inches, 104.2 cm (~84.7% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~401 ppi density)","Android 10.0; EMUI 10 with HMS (no Google Play Services)","HiSilicon Kirin 990 (7 nm)","Octa-core (2x2.86 GHz Cortex-A76 & 2x2.09 GHz Cortex-A76 & 4x1.86 GHz Cortex-A55)","Mali-G76 MP16","No","128GB 8GB RAM","UFS 3.0",,"Panorama, HDR, LED flash","2160p@30/60fps, 1080p@30fps, 720p@960fps, (gyro-EIS)","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm  8 MP, f/2.2, 17mm (ultrawide)","HDR","2160p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.1, A2DP, LE","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS","Yes","2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Non-removable Li-Po 4100 mAh battery","Fast charging 40W, 70% in 30 min (advertised)","Black, Blue, Red, Provence","WLZ-AL10, WLZ-TL10","$ 316.99",,,"Glass front, glass back, aluminum frame",,,,"No",,,,,,,,,,,"40 MP, f/1.8, 27mm (wide), 1/1.7"", PDAF, Laser AF  8 MP, f/2.4, 80mm (telephoto), 1/4.0"", PDAF, Laser AF, OIS, 3x optical zoom  8 MP, f/2.4, 16mm (ultrawide), no AF",,,,,,,,,,,,,,,,,,
"Huawei","nova 6 SE","GSM / CDMA / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","CDMA 800 & TD-SCDMA","HSDPA 800 / 850 / 900 / 1700(AWS) / 2100","1, 3, 4, 5, 8, 19, 34, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat13 400/75 Mbps","2019, December","Available. Released 2019, December","159.2 x 76.3 x 8.7 mm (6.27 x 3.00 x 0.34 in)","183 g (6.46 oz)","Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.4 inches, 101.4 cm (~83.5% screen-to-body ratio)","1080 x 2310 pixels (~398 ppi density)","Android 10.0; EMUI 10 with HMS (no Google Play Services)","HiSilicon Kirin 810 (7 nm)","Octa-core (2x2.27 GHz Cortex-A76 & 6x1.88 GHz Cortex-A55)","Mali-G52 MP6","NM (Nano Memory), up to 256GB (uses shared SIM slot)","128GB 8GB RAM","UFS 2.1","48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF  8 MP, f/2.4, (ultrawide)  2 MP, f/2.4, 27mm (macro), 1/5.0"", 1.75µm  2 MP, f/2.4, (depth)","LED flash, HDR, panorama","1080p@30fps",,"HDR","1080p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Non-removable Li-Po 4200 mAh battery","Fast charging 40W","Black, Emerald Green, Light Pink/Blue","JNY-AL10, JNY-TL10","About 280 EUR","16 MP, f/2.0, (wide), 1/3.1"", 1.0µm",,"Glass front, plastic back, plastic frame",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Huawei","MatePad Pro","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900",,"HSDPA 850 / 900 / 1900 / 2100","1, 3, 4, 5, 8, 19, 34, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A","2019, November 25","Available. Released 2019, December 12","246 x 159 x 7.2 mm (9.69 x 6.26 x 0.28 in)","460 g (1.01 lb)","Nano-SIM","IPS LCD capacitive touchscreen, 16M colors","10.8 inches, 338.2 cm (~86.5% screen-to-body ratio)","2560 x 1600 pixels, 16:10 ratio (~280 ppi density)","Android 10.0; EMUI 10 with HMS (no Google Play Services)","HiSilicon Kirin 990 (7 nm+)","Octa-core (2x2.86 GHz Cortex-A76 & 2x2.09 GHz Cortex-A76 & 4x1.86 GHz Cortex-A55)","Mali-G76 MP16","NM (Nano Memory), up to 256GB (dedicated slot)","128GB 6GB RAM, 256GB 8GB RAM, 512GB 8GB RAM","UFS 3.0",,"LED flash, HDR, panorama","2160p@30fps, 1080p@30fps",,"HDR","1080p@30fps","Yes, with stereo speakers (4 speakers)","No","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.1, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS, QZSS (LTE model only)",,"3.1, Type-C 1.0 reversible connector, USB On-The-Go","Accelerometer, gyro, proximity, compass","Non-removable Li-Po 7250 mAh battery","Fast charging 40W  Fast wireless charging 15W  Power bank/Reverse wireless charging 7.5W","Gray, White, Green, Orange","MRX-AL09, MRX-AL19, MRX-W09, MRX-W19","About 450 EUR","8 MP, f/2.0","540 nits typ. brightness (advertised)","Glass front, aluminum back, aluminum frame","Stylus support (magnetic)","13 MP, f/1.8, PDAF","Tuned by Harman Kardon","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Huawei","Mate X","GSM / HSPA / LTE / 5G","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2",,"HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100","1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 28, 32, 34, 38, 39, 40, 41","41, 77, 78, 79 SA/NSA","HSPA 42.2/5.76 Mbps, LTE-A Cat21 1400/200 Mbps, 5G (2+ Gbps DL)","2019, February","Available. Released 2019, November","Unfolded: 161.3 x 146.2 x 5.4 mmFolded: 161.3 x 78.3 x 11 mm","295 g (10.41 oz)","Hybrid Dual SIM (Nano-SIM, dual stand-by)","Foldable OLED capacitive touchscreen, 16M colors","8.0 inches, 205.0 cm (~86.9% screen-to-body ratio)","2200 x 2480 pixels (~414 ppi density)","Android 9.0 (Pie); EMUI 9.1","HiSilicon Kirin 980 (7 nm)","Octa-core (2x2.6 GHz Cortex-A76 & 2x1.92 GHz Cortex-A76 & 4x1.8 GHz Cortex-A55)","Mali-G76 MP10","NM (Nano Memory), up to 256GB (uses shared SIM slot)","512GB 8GB RAM","UFS 2.1","40 MP, f/1.8, 27mm (wide), 1/1.7"", PDAF  8 MP, f/2.4, 52mm (telephoto)  16 MP, f/2.2, 17mm (ultrawide)  TOF 3D, (depth)","Leica optics, dual-LED dual-tone flash, panorama, HDR","2160p@30fps, 1080p@30fps",,,,"Yes","No","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE, aptX HD","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS","Yes","3.1, Type-C 1.0 reversible connector","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, barometer","Non-removable Li-Po 4500 mAh battery","Fast charging 55W, 85% in 30 min (advertised)  Huawei SuperCharge","Interstellar Blue","TAH-AN00","About 2150 EUR",,"Folded cover display: 6.6"", AMOLED, 1148 x 2480 pixels (19.5:9)","Plastic front, aluminum back, aluminum frame",,,,"No",,,,,"Yes",,,,,,,"No - uses main camera",,,,,,,,,,,,,,,,,
"Huawei","Y9s","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2",,"HSDPA 850 / 900 / 1900 / 2100","1, 3, 5, 7, 8, 28, 38, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A","2019, November 08","Available. Released 2019, November 08","163.1 x 77.2 x 8.8 mm (6.42 x 3.04 x 0.35 in)","206 g (7.27 oz)","Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.59 inches, 106.6 cm (~84.7% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~391 ppi density)","Android 9.0 (Pie); EMUI 9.1","Hisilicon Kirin 710F (12 nm)","Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53)","Mali-G51 MP4","microSDXC (uses shared SIM slot)","128GB 6GB RAM","UFS 2.1",,"LED flash, HDR, panorama","1080p@30fps",,"HDR","1080p@60fps","Yes","Yes","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,"2.0, Type-C 1.0 reversible connector","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Non-removable Li-Po 4000 mAh battery","Standard charging 10W","Midnight Black, Breathing Crystal","STK-L21, STK-LX3, STK-L22","$ 245.99","Motorized pop-up 16 MP, f/2.2",,"Glass front, glass back, aluminum frame",,,,"FM radio",,,,,,,,,,,"48 MP, f/1.8, (wide), 1/2.0"", 0.8µm, PDAF  8 MP, f/2.4, 13mm (ultrawide)  2 MP, f/2.4, (depth)",,,,,,,,,,,,,,,,,,
"Huawei","nova 5z","GSM / CDMA / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","CDMA 800 & TD-SCDMA","HSDPA 800 / 850 / 900 / 1700(AWS) / 2100","1, 3, 4, 5, 8, 19, 34, 38, 39, 40, 41",,"HSPA, LTE-A","2019, October","Available. Released 2019, November","156.1 x 73.9 x 8.3 mm (6.15 x 2.91 x 0.33 in)","178 g (6.28 oz)","Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.26 inches, 96.2 cm (~83.4% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~412 ppi density)","Android 9.0 (Pie), EMUI 9.1","HiSilicon Kirin 810 (7 nm)","Octa-core (2x2.27 GHz Cortex-A76 & 6x1.88 GHz Cortex-A55)","Mali-G52 MP6","NM (Nano Memory), up to 256GB (uses shared SIM slot)","64GB 6GB RAM, 128GB 6GB RAM","UFS 2.1","48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF  8 MP, f/2.4, (ultrawide)  2 MP, f/2.4, 27mm (macro), 1/5.0"", 1.75µm  2 MP, f/2.4, (depth)","LED flash, HDR, panorama","2160p@30fps, 1080p@30fps",,"HDR","1080p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, QZSS, BDS",,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Non-removable Li-Po 4000 mAh battery","Fast charging 20W","Black, Aurora, Emerald Green","SPN-AL00, SPN-TL00","About 200 EUR","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm",,"Glass front, plastic back, plastic frame",,,,"FM radio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Huawei","Enjoy 10s","GSM / CDMA / HSPA / LTE","GSM 900 / 1800 / 1900 - SIM 1 & SIM 2","CDMA 800 & TD-SCDMA","HSDPA 850 / 900 / 1900 / 2100","1, 3, 5, 8, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE","2019, October","Available. Released 2019, November","157.4 x 73.2 x 7.8 mm (6.20 x 2.88 x 0.31 in)","163 g (5.75 oz)","Hybrid Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.3 inches, 95.8 cm (~83.2% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~418 ppi density)","Android 9.0 (Pie); EMUI 9.1","Hisilicon Kirin 710F (12 nm)","Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53)","Mali-G51 MP4","NM (Nano Memory), up to 256GB (uses shared SIM slot)","64GB 6GB RAM",,,"LED flash, HDR, panorama","1080p@30fps",,"HDR","1080p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, proximity, compass","Non-removable Li-Po 4000 mAh battery","Standard charging 10W","Black, Green, Blue/Pink","AQM-AL00, AQM-TL00","About 200 EUR","16 MP, f/2.0","600 nits max brightness (advertised)",,,,,"FM radio",,,,,,,,,,,"48 MP, f/1.8, 28mm (wide), 1/2.0"", 0.8µm, PDAF  8 MP, f/2.4, 13mm (ultrawide)  2 MP, f/2.4, (depth)",,,,,,,,,,,,,,,,,,
"Huawei","Enjoy 10","GSM / CDMA / HSPA / EVDO / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","CDMA2000 1xEV-DO","HSDPA 850 / 900 / 2100","1, 3, 5, 8, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A","2019, October","Available. Released 2019, November","159.8 x 76.1 x 8.1 mm (6.29 x 3.00 x 0.32 in)","176 g (6.21 oz)","Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.39 inches, 100.2 cm (~82.4% screen-to-body ratio)","720 x 1560 pixels, 19.5:9 ratio (~269 ppi density)","Android 9.0 (Pie), EMUI 9.1","Hisilicon Kirin 710F (12 nm)","Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53)","Mali-G51 MP4","microSDXC (uses shared SIM slot)","64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM",,,"LED flash, HDR, panorama","1080p@30fps",,,"1080p@30fps","Yes","Yes","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass","Non-removable Li-Po 4000 mAh battery","Standard charging 10W","Aurora blue, Acacia red, Magic night black, Sky blue","ART-TL00, ART-AL00, ART-AL00x","About 150 EUR","8 MP, f/2.0",,,,,,"FM radio",,,,,,,,,,,,,"48 MP, f/1.8, (wide), 1/2.0"", 0.8µm, PDAF  2 MP, f/2.4, (depth)",,,,,,,,,,,,,,,,
