"oem","model","network_technology","network_2g_bands","network_3g_bands","network_4g_bands","network_5g_bands","network_speed","launch_announced","launch_status","body_dimensions","body_weight","body_build","body_sim","display_type","display_size","display_resolution","display_protection","display_�","platform_os","platform_chipset","platform_cpu","platform_gpu","memory_card_slot","memory_internal","memory_�","main_camera_quad","main_camera_features","main_camera_video","selfie_camera_single","selfie_camera_features","selfie_camera_video","sound_loudspeaker","sound_3.5mm_jack","comms_wlan","comms_bluetooth","comms_gps","comms_nfc","comms_usb","features_sensors","battery_�","battery_charging","misc_colors","misc_price","network_�","selfie_camera_dual","misc_models","sound_�","main_camera_dual","comms_radio","body_�","main_camera_triple","tests_performance","tests_display","tests_camera","tests_loudspeaker","tests_battery_life","camera_�","misc_sar","misc_sar_eu","tests_audio_quality","main_camera_single","battery_stand-by","battery_talk_time","comms_infrared_port","features_�","network_gprs","network_edge","selfie_camera_�"
"Oppo","F11","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 850 / 900 / 2100","1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - V1",,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat7 300/50 Mbps","2019, March","Available. Released 2019, May","162 x 76.1 x 8.3 mm (6.38 x 3.00 x 0.33 in)","188 g (6.63 oz)","Glass front, plastic back, plastic frame","Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.53 inches, 105.2 cm (~85.3% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~394 ppi density)",,,"Android 9.0 (Pie); ColorOS 6","Mediatek MT6771 Helio P70 (12nm)","Octa-core (4x2.1 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53)","Mali-G72 MP3","microSDXC (uses shared SIM slot)","64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM","eMMC 5.1",,"LED flash, HDR, panorama","1080p@30fps","16 MP, f/2.0, 26mm (wide), 1/3.1"", 1.0µm","HDR","1080p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity, compass","Non-removable Li-Po 4020 mAh battery","Fast charging 20W  VOOC 3.0","Flourite Purple, Marble Green, Jewelry White","$ 249.00 / £ 194.00 / ₹ 13,990","1, 3, 5, 8, 38, 40, 41 - V3",,"CPH1913, CPH1911",,"48 MP, f/1.8, (wide), 1/2.0"", 0.8µm, PDAF  5 MP, f/2.4, (depth)","FM radio",,,,,,,,,,,,,,,,,,,
"Oppo","F11 Pro","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 850 / 900 / 2100","1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - V1",,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat7 300/50 Mbps","2019, March","Available. Released 2019, March","161.3 x 76.1 x 8.8 mm (6.35 x 3.00 x 0.35 in)","190 g (6.70 oz)","Glass front, plastic back, plastic frame","Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.53 inches, 103.6 cm (~84.4% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~397 ppi density)",,,"Android 9.0 (Pie); ColorOS 6","Mediatek MT6771 Helio P70 (12nm)","Octa-core (4x2.1 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53)","Mali-G72 MP3","microSDXC (uses shared SIM slot)","64GB 4GB RAM, 64GB 6GB RAM, 128GB 6GB RAM","eMMC 5.1",,"LED flash, HDR, panorama","1080p@30fps","Motorized pop-up 16 MP, f/2.0, 26mm (wide), 1/3.1"", 1.0µm","HDR","1080p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity, compass","Non-removable Li-Po 4000 mAh battery","Fast charging 20W  VOOC 3.0","Thunder Black, Aurora Green","$ 319.89 / £ 239.99 / ₹ 16,890","1, 3, 5, 8, 38, 40, 41 - V3",,"CPH1969",,"48 MP, f/1.8, (wide), 1/2.25"", 0.8µm, PDAF  5 MP, f/2.4, (depth)","FM radio",,,"AnTuTu: 150218 (v7) GeekBench: 6020 (v4.4) GFXBench: 7.4fps (ES 3.1 onscreen)","Contrast ratio: 1392:1 (nominal), 2.987 (sunlight)","Photo / Video","Voice 67dB / Noise 72dB / Ring 80dB","Endurance rating 109h",,,,"Noise -93.4dB / Crosstalk -92.9dB",,,,,,,,
"Oppo","A7","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 850 / 900 / 2100","1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - V1",,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2018, November","Available. Released 2018, November","155.9 x 75.4 x 8.1 mm (6.14 x 2.97 x 0.32 in)","168 g (5.93 oz)","Glass front (Gorilla Glass 3), plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.2 inches, 95.9 cm (~81.6% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~271 ppi density)","Corning Gorilla Glass 3",,"Android 8.1 (Oreo); ColorOS 5.2","Qualcomm SDM450 Snapdragon 450 (14 nm)","Octa-core 1.8 GHz Cortex-A53","Adreno 506","microSDXC (dedicated slot)","32GB 3GB RAM, 64GB 3GB RAM, 64GB 4GB RAM","eMMC 5.1",,"LED flash, HDR, panorama","1080p@30fps","16 MP, f/2.0, 26mm (wide), 1/3.1"", 1.0µm","HDR","1080p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS",,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity, compass","Non-removable Li-Ion 4230 mAh battery",,"Glazing Blue, Dazzling Gold, Rose Pink","$ 195.00 / £ 184.90 / ₹ 10,990","1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 26, 28, 38, 39, 40, 41 - V3",,"CPH1901, CPH1903, CPH1905, PBFM00, PBFT00",,"13 MP, f/2.2, AF  2 MP, f/2.4, (depth)","FM radio",,,,,,,,,,,,,,,,,,,
"Oppo","R15x","GSM / CDMA / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 850 / 1700(AWS) / 2100 / 900","1, 3, 4, 5, 8, 34, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2018, October","Available. Released 2018, November","158.3 x 75.5 x 7.4 mm (6.23 x 2.97 x 0.29 in)","156 g (5.50 oz)",,"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.4 inches, 101.0 cm (~84.5% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~402 ppi density)","Corning Gorilla Glass 5",,"Android 8.1 (Oreo), planned upgrade to Android 9.0 (Pie); ColorOS 6.0","Qualcomm SDM660 Snapdragon 660 (14 nm)","Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver)","Adreno 512","No","128GB 6GB RAM","eMMC 5.1",,"LED flash, HDR, panorama","2160p@30fps, 1080p@30fps","25 MP, f/2.0, 1/2.8"", 0.9µm","HDR","1080p@30fps","Yes","Yes","Wi-Fi 802.11 а/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS",,"microUSB 2.0, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Non-removable Li-Ion 3600 mAh battery","Standard charging 10W","Nebula, Silver Green","About 350 EUR","CDMA 800 & TD-SCDMA",,"PBCM10",,"16 MP, f/1.7, 1/2.8"", 1.12µm, PDAF  2 MP, (depth)","No",,,,,,,,,,,,,,,,,,,
"Oppo","RX17 Neo","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 26, 28, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat12 600/150 Mbps","2018, November","Available. Released 2018, November","158.3 x 75.5 x 7.4 mm (6.23 x 2.97 x 0.29 in)","156 g (5.50 oz)","Glass front, plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.41 inches, 100.9 cm (~84.4% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~402 ppi density)",,,"Android 8.1 (Oreo); ColorOS 5.2","Qualcomm SDM660 Snapdragon 660 (14 nm)","Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver)","Adreno 512","microSDXC (dedicated slot)","128GB 4GB RAM","eMMC 5.1",,"LED flash, HDR, panorama","1080p@30fps","25 MP, f/2.0, 1/2.8"", 0.9µm","HDR","1080p@30fps","Yes","Yes","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS",,"microUSB 2.0, USB On-The-Go","Fingerprint (under display, optical), accelerometer, proximity, compass","Non-removable Li-Ion 3600 mAh battery","Standard charging 10W","Mocha Red, Astral Blue","About 330 EUR",,,"CPH1893",,"16 MP, f/1.8, 1/2.8"", 1.12µm, PDAF  2 MP, f/2.4, (depth)","No",,,,,,,,,,,,,,,,,,,
"Oppo","K1","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 26, 28, 38, 39, 40, 41",,"HSPA 42.2/11.5 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2018, October","Available. Released 2018, October","158.3 x 75.5 x 7.4 mm (6.23 x 2.97 x 0.29 in)","156 g (5.50 oz)","Glass front (Gorilla Glass 5), plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.4 inches, 101.0 cm (~84.5% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~402 ppi density)","Corning Gorilla Glass 5",,"Android 8.1 (Oreo); ColorOS 5.2","Qualcomm SDM660 Snapdragon 660 (14 nm)","Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver)","Adreno 512","microSDXC (dedicated slot)","64GB 4GB RAM, 64GB 6GB RAM","eMMC 5.1",,"LED flash, HDR, panorama","2160p@30fps, 1080p@30fps","25 MP, f/2.0, 1/2.8"", 0.9µm","HDR","1080p@30fps","Yes","Yes","Wi-Fi 802.11 а/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS",,"microUSB 2.0, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Non-removable Li-Ion 3600 mAh battery","Standard charging 10W","Blue, Red, Silver Green","About 210 EUR",,,"PBCM30",,"16 MP, f/1.8, 1/2.8"", 1.12µm, PDAF  2 MP, f/2.4, (depth)","No",,,,,,,,,,,,,,,,,,,
"Oppo","A7x","GSM / CDMA / HSPA / EVDO / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 850 / 900 / 1900 / 2100","1, 3, 5, 7, 8, 34, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat13 600/100 Mbps","2018, September","Available. Released 2018, September","156.7 x 74 x 8 mm (6.17 x 2.91 x 0.31 in)","169 g (5.96 oz)","Glass front (Gorilla Glass 5), plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.3 inches, 97.4 cm (~84.0% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)","Corning Gorilla Glass 5",,"Android 8.1 (Oreo); ColorOS 5.2","Mediatek MT6771 Helio P60 (12 nm)","Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53)","Mali-G72 MP3","microSDXC (dedicated slot)","64GB 4GB RAM, 128GB 4GB RAM","eMMC 5.1",,"LED flash, HDR, panorama","1080p@30fps","16 MP, f/2.0, 26mm (wide), 1/3.1"", 1.0µm","HDR","1080p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Non-removable Li-Po 3500 mAh battery","Standard charging 10W","Starry Purple, Ice Flame Blue","About 270 EUR","CDMA2000 1xEV-DO",,"PBBM00, PBBT00",,"16 MP, f/1.8, 1/3.1, 1.0µm, PDAF  2 MP, f/2.4, (depth)","FM radio",,,,,,,,,,,,,,,,,,,
"Oppo","RX17 Pro","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 25, 26, 28, 32, 34, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A Cat15 800/150 Mbps","2018, August","Available. Released 2018, November","157.6 x 74.6 x 7.9 mm (6.20 x 2.94 x 0.31 in)","183 g (6.46 oz)","Glass front (Gorilla Glass 6), glass back (Gorilla Glass 5), aluminum frame","Hybrid Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.4 inches, 101.0 cm (~85.9% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~402 ppi density)","Corning Gorilla Glass 6",,"Android 8.1 (Oreo), 9.0 (Pie), planned upgrade to Android 10.0; ColorOS 7.0","Qualcomm SDM710 Snapdragon 710 (10 nm)","Octa-core (2x2.2 GHz Kryo 360 Gold & 6x1.7 GHz Kryo 360 Silver)","Adreno 616","microSDXC (uses shared SIM slot)","128GB 6GB RAM, 128GB 8GB RAM",,,"Dual-LED flash, HDR, panorama","2160p@30fps, 1080p@30fps","25 MP, f/2.0, 1/2.8"", 0.9µm","HDR","1080p@30fps","Yes","No","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE, EDR","Yes, with A-GPS, GLONASS, BDS, GALILEO","Yes","3.1, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, proximity, compass","Non-removable Li-Po 3700 mAh battery","Fast charging 50W, 40% in 10 min (advertised)  SuperVOOC","Radiant Mist, Emerald Green","About 600 EUR",,,"CPH1877, PBDM00",,,"No",,"12 MP, f/1.5-2.4, 26mm (wide), 1/2.55"", 1.4µm, Dual Pixel PDAF, OIS  20 MP, f/2.6, AF  TOF 3D, (depth)","AnTuTu: 154861 (v7)  GeekBench: 5944 (v4.4)  GFXBench: 11fps (ES 3.1 onscreen)","Contrast ratio: Infinite (nominal), 4.434 (sunlight)","Photo / Video","Voice 68dB / Noise 72dB / Ring 81dB","Endurance rating 80h",,,,,,,,,,,,
"Oppo","R17","GSM / CDMA / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 34, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A Cat15 800/150 Mbps","2018, August","Available. Released 2018, September","157.5 x 74.9 x 7.5 mm (6.20 x 2.95 x 0.30 in)","182 g (6.42 oz)","Glass front (Gorilla Glass 6), glass back (Gorilla Glass 5), aluminum frame","Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.4 inches, 100.5 cm (~85.2% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Corning Gorilla Glass 6",,"Android 8.1 (Oreo), 9.0 (Pie), planned upgrade to Android 10.0; ColorOS 7.0","Qualcomm SDM670 Snapdragon 670 (10 nm)","Octa-core (2x2.0 GHz 360 Gold & 6x1.7 GHz Kryo 360 Silver)","Adreno 615","No","128GB 6GB RAM, 128GB 8GB RAM",,,"Dual-LED flash, HDR, panorama","2160p@30fps, 1080p@30fps","25 MP, f/2.0, 1/2.8"", 0.9µm","HDR","1080p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE, EDR","Yes, with A-GPS, GLONASS, GALILEO, BDS",,"microUSB 2.0, USB On-The-Go","Fingerprint (under display, optical), accelerometer, proximity, compass","Non-removable Li-Po 3500 mAh battery","Fast charging 20W  VOOC","Radiant Mist, Ambient Blue, Neon Purple","About 460 EUR","1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 39, 40, 41",,"CPH1879, PBEM00",,"16 MP, f/1.7, 25mm (wide), 1/2.6"", 1.22µm, PDAF  5 MP, f/2.4, (depth)","No",,,,,,,,,,,,,,,,,,,
"Oppo","F9 (F9 Pro)","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 850 / 900 / 2100 - all versions","1, 3, 5, 7, 8, 20, 28, 38, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat13 600/100 Mbps","2018, August","Available. Released 2018, August","156.7 x 74 x 8 mm (6.17 x 2.91 x 0.31 in)","169 g (5.96 oz)","Glass front (Gorilla Glass 6), aluminum back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.3 inches, 97.4 cm (~84.0% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)","Corning Gorilla Glass 6",,"Android 8.1 (Oreo); ColorOS 5.2","Mediatek MT6771 Helio P60 (12 nm)","Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53)","Mali-G72 MP3","microSDXC (dedicated slot)","64GB 4GB RAM, 64GB 6GB RAM","eMMC 5.1",,"LED flash, HDR, panorama","1080p@30fps","25 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9µm",,"1080p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Non-removable Li-Po 3500 mAh battery","Fast charging 20W  VOOC","Sunrise Red, Twilight Blue, Starry Purple, Jade Green","$ 349.00 / £ 249.00 / ₹ 14,679","1, 3, 5, 8, 38, 40, 41",,"CPH1823, CPH1881, CPH1825",,"16 MP, f/1.8, 1/3.1, 1.0µm, PDAF  2 MP, f/2.4, (depth)","FM radio",,,"GeekBench: 5673 (v4.4) GFXBench: 6.5fps (ES 3.1 onscreen)","Contrast ratio: 1814:1 (nominal), 3.069 (sunlight)","Photo / Video","Voice 71dB / Noise 74dB / Ring 81dB","Endurance rating 94h",,,,"Noise -92.8dB / Crosstalk -92.1dB",,,,,,,,
"Oppo","A3s","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 850 / 900 / 2100","1, 3, 5, 8, 38, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2018, July","Available. Released 2018, July","156.2 x 75.6 x 8.2 mm (6.15 x 2.98 x 0.32 in)","168 g (5.93 oz)","Glass front (Gorilla Glass 3), plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.2 inches, 95.9 cm (~81.2% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~271 ppi density)","Corning Gorilla Glass 3",,"Android 8.1 (Oreo); ColorOS 5.1","Qualcomm SDM450 Snapdragon 450 (14 nm)","Octa-core 1.8 GHz Cortex-A53","Adreno 506","microSDXC (dedicated slot)","16GB 2GB RAM, 32GB 3GB RAM, 64GB 4GB RAM","eMMC 5.1",,"LED flash, HDR, panorama","1080p@30fps","8 MP, f/2.2",,"1080p@30fps","Yes","Yes","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS",,"microUSB 2.0, USB On-The-Go","Accelerometer, gyro, proximity, compass","Non-removable Li-Ion 4230 mAh battery","Fast charging 20W  VOOC","Red, Dark Purple","$ 169.00 / £ 139.00 / ₹ 7,490",,,"CPH1803, CPH1853",,"13 MP, f/2.2, AF  2 MP, f/2.4, (depth)","FM radio",,,,,,,,,,,,,,,,,,,
"Oppo","A5 (AX5)","GSM / CDMA / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 850 / 900 / 2100","1, 3, 5, 8, 34, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2018, July","Available. Released 2018, July","156.2 x 75.6 x 8.2 mm (6.15 x 2.98 x 0.32 in)","168 g (5.93 oz)","Glass front (Gorilla Glass 3), plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.2 inches, 95.9 cm (~81.2% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~271 ppi density)","Corning Gorilla Glass 3",,"Android 8.1 (Oreo); ColorOS 5.1","Qualcomm SDM450 Snapdragon 450 (14 nm)","Octa-core 1.8 GHz Cortex-A53","Adreno 506","microSDXC (dedicated slot)","32GB 3GB RAM, 64GB 4GB RAM","eMMC 5.1",,"LED flash, HDR, panorama","1080p@30fps","8 MP, f/2.2",,"1080p@30fps","Yes","Yes","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS",,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compassFingerprint (rear-mounted), accelerometer, proximity, compass - India only","Non-removable Li-Ion 4230 mAh battery",,"Blue, Pink, Red","About 230 EUR","1, 3, 5, 8, 38, 40, 41",,"CPH1809, CPH1851, PBAM00, PBAT00, PBBM30",,"13 MP, f/2.2, AF  2 MP, f/2.4, (depth)","FM radio",,,,,,,,,,,,,,,,,,,
"Oppo","Find X Lamborghini","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 29, 32, 66, 34, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A (4CA) Cat16 1024/150 Mbps","2018, June","Available. Released 2018, August","156.7 x 74.2 x 9.4 mm (6.17 x 2.92 x 0.37 in)","186 g (6.56 oz)","Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame","Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.42 inches, 101.2 cm (~87.0% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~401 ppi density)","Corning Gorilla Glass 5",,"Android 8.1 (Oreo), 9.0 (Pie), planned upgrade to Android 10.0; ColorOS 7.0","Qualcomm SDM845 Snapdragon 845 (10 nm)","Octa-core (4x2.8 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver)","Adreno 630","No","512GB 8GB RAM","UFS 2.1",,"LED flash, HDR, panorama","2160p@30fps, 1080p@240fps, 720p@480fps",,"Auto-HDR","1080p@30fps","Yes","No","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Face ID, accelerometer, gyro, proximity, compass","Non-removable Li-Ion 3400 mAh battery","Fast charging 50W, 100% in 35 min (advertised)  SuperVOOC","Black (carbon fiber texture back)","About 1350 EUR",,"Motorized pop-up 25 MP, f/2.0  Motorized pop-up SL 3D, (depth/biometrics sensor)","PAFM00, PAFT00, CPH1875, PAHM00",,"Motorized pop-up 16 MP, f/2.0, 1/2.6"", 1.22µm, PDAF, OIS  Motorized pop-up 20 MP, f/2.0, 1/2.8"", 1.0µm","No",,,,,,,"Endurance rating 82h",,,,,,,,,,,,
"Oppo","Find X","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 29, 32, 66, 34, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A (4CA) Cat16 1024/150 Mbps","2018, June","Available. Released 2018, July","156.7 x 74.2 x 9.6 mm (6.17 x 2.92 x 0.38 in)","186 g (6.56 oz)","Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame","Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.42 inches, 101.2 cm (~87.0% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~401 ppi density)","Corning Gorilla Glass 5",,"Android 8.1 (Oreo), 9.0 (Pie), planned upgrade to Android 10.0; ColorOS 7.0","Qualcomm SDM845 Snapdragon 845 (10 nm)","Octa-core (4x2.8 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver)","Adreno 630","No","128GB 8GB RAM, 256GB 8GB RAM","UFS 2.1",,"LED flash, HDR, panorama","2160p@30fps, 1080p@240fps, 720p@480fps",,"Auto-HDR","1080p@30fps","Yes","No","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Face ID, accelerometer, gyro, proximity, compass","Non-removable Li-Ion 3730 mAh battery - Standard modelNon-removable Li-Ion 3400 mAh battery - Super Flash Edition","Fast charging 20W - Standard model  VOOC  Fast charging 50W, 100% in 35 min (advertised) - Super Flash Edition  SuperVOOC","Bordeaux Red, Glacier Blue","$ 606.22 / £ 414.98 / ₹ 60,990",,"Motorized pop-up 25 MP, f/2.0, 13mm (ultrawide)  Motorized pop-up SL 3D, (depth/biometrics sensor)","CPH1871, PAFM00",,"Motorized pop-up 16 MP, f/2.0, 23mm (wide), 1/2.6"", 1.22µm, PDAF, OIS  Motorized pop-up 20 MP, f/2.0, (depth)","No",,,"AnTuTu: 291218 (v7), 336630 (v8)  GeekBench: 8018 (v4.4), 2278 (v5.1)  GFXBench: 28fps (ES 3.1 onscreen)","Contrast ratio: Infinite (nominal), 3.954 (sunlight)","Photo / Video","Voice 70dB / Noise 75dB / Ring 81dB","Endurance rating 90h",,,,"Noise -93.4dB / Crosstalk -89.3dB",,,,,,,,
